shareCode,value(100 million)
300534,31.97
300535,14.23
300536,43.05
300537,27.16
300538,21.78
300539,21.28
300540,29.26
300541,39.14
300542,38.95
300543,25.26
300545,32.56
300546,35.05
300547,39.91
300548,56.57
300549,17.61
300550,36.76
300551,36.96
300552,45.48
300553,34.88
300554,26.36
300555,14.9
300556,23.37
300557,21.67
300558,212
300559,39.43
300560,32.54
300561,33.07
300562,22.11
300563,22.41
300564,21.38
300565,56.85
300566,63.93
300567,154.93
300568,278.19
300569,75.12
300570,36.8
300571,44.09
300572,29.15
300573,102.35
300575,71.65
300576,51.49
300577,37.65
300578,32.84
300579,68.69
300580,39.64
300581,62.68
300582,42.64
300583,29.14
300584,39.72
300585,23.36
300586,89.43
300587,140.64
300588,20.55
300589,45.4
300590,55.38
300591,20.04
300592,45.98
300593,188.85
300594,14.99
300595,296.64
300596,132.58
300597,19.8
300598,87.4
300599,27.9
300600,23.95
300601,397.77
300602,86.2
300603,36.58
300604,314.49
300605,22.25
300606,19.17
300607,65.34
300608,22.52
300609,19.53
300610,30.21
300611,19.52
300612,35.51
300613,125.79
300614,42.4
300615,22.48
300616,42.64
300617,59.77
300618,139.08
300619,60.6
300620,59.92
300621,17.98
300622,37.52
300623,143.64
300624,42.54
300625,31.83
300626,15.48
300627,166.07
300628,615
300629,51.96
300630,128.51
300631,37.9
300632,35.77
300633,220.18
300634,84.05
300635,20.73
300636,56.24
300637,17.23
300638,121.87
300639,89.4
300640,19.62
300641,26.98
300642,38.93
300643,34.2
300644,16.89
300645,38.54
300647,42.9
300648,53.79
300649,27.01
300650,23.79
300651,31.88
300652,25.04
300653,78.12
300654,20.78
300655,95.21
300656,52.73
300657,57.34
300658,25.83
300659,57.18
300660,67.68
300661,571.04
300662,84.36
300663,71.27
300664,38.16
300665,15.77
300666,208
300667,41.01
300668,22.54
300669,16.57
300670,24.78
300671,96.58
300672,134.61
300673,46.88
300674,114.41
300675,22.63
300676,245.04
300677,157.43
300678,35.7
300679,155.73
300680,64.34
300681,72.44
300682,272.12
300683,49.51
300684,47.3
300685,103.52
300686,43.27
300687,109.69
300688,27.6
300689,20.77
300690,29.85
300691,39.67
300692,29.15
300693,111.53
300694,21.77
300695,32.03
300696,91.9
300697,35.54
300698,38.11
300699,380.99
300700,44.1
300701,23.92
300702,90.93
300703,20.38
300705,88.32
300706,40.54
300707,27.89
300708,57.08
300709,55.52
300710,31.37
300711,25.35
300712,79.77
300713,22.56
300715,56.39
300716,20.19
300717,15.16
300718,69.44
300719,28.29
300720,25.37
300721,42.17
300722,54.16
300723,110.19
300724,443.37
300725,181.14
300726,188.95
300727,36.48
300729,41.43
300730,33.04
300731,24.19
300732,30.75
300733,43.36
300735,76.46
300736,15.77
300737,151.39
300738,63.78
300739,43.18
300740,48.3
300741,153.54
300742,17.18
300743,16.93
300745,49.66
300746,22.48
300747,171.61
300748,267.94
300749,16.41
300750,9647.78
300751,792.19
300752,41.89
300753,18.26
300755,106.58
300756,21.16
300757,49.52
300758,46.23
300759,826.36
300760,3804.76
300761,175.51
300762,79.26
300763,741.16
300765,101.63
300766,42.57
300767,120.08
300768,100.18
300769,509.72
300770,78.74
300771,30.41
300772,96.25
300773,118.88
300774,55.96
300775,210.35
300776,238.93
300777,231.88
300778,21.61
300779,18.48
300780,22.91
300781,20.1
300782,558.62
300783,76.95
300785,42.37
300786,30.36
300787,47.2
300788,38.22
300789,16.33
300790,54.3
300791,54.82
300792,65.92
300793,52.79
300795,37.18
300796,38.12
300797,43.05
300798,27.53
300799,109.08
300800,30.99
300801,53.5
300802,53.57
300803,199.62
300805,31.11
300806,80.13
300807,15.56
300808,24.3
300809,59.19
300810,21.43
300811,98.42
300812,23.64
300813,40.4
300814,33.23
300815,55.84
300816,19.51
300817,23.82
300818,22.5
300819,23.01
300820,139.5
300821,163.44
300822,25.57
300823,16.92
300824,29.95
300825,61.93
300826,18.61
300827,140.14
300828,25.73
300829,43.54
300830,35.74
300831,47.14
300832,423.72
300833,79.52
300834,51.16
300835,34.46
300836,14.49
300837,48.75
300838,20.46
300839,31.71
300840,22.22
300841,137.65
300842,57.93
300843,27.43
300844,16.65
300845,23.63
300846,52.25
300847,36.38
300848,47.14
300849,18.21
300850,221.73
300851,21.81
300852,34.91
300853,34.18
300854,17.37
300855,142.43
300856,92.47
300857,38.25
300858,42.91
300859,47.8
300860,73.36
300861,264.25
300862,32.76
300863,44.85
300864,31.97
300865,18.62
300866,241.42
300867,49.57
300868,21.63
300869,103.86
300870,51.37
300871,38.87
300872,57.06
300873,60.42
300875,34.27
300876,29.17
300877,20.68
300878,38.12
300879,29.1
300880,30.32
300881,39.51
300882,32.79
300883,22.35
300884,29.06
300885,24.3
300886,17.73
300887,103.27
300888,304.64
300889,21.89
300890,43.78
300891,43.32
300892,23.75
300893,70.02
300894,105.18
300895,34.25
300896,1062.31
300897,19.46
300898,22.29
300899,14.26
300900,62.24
300901,22.97
300902,38.78
300903,50.97
300905,23.8
300906,18.44
300907,19.4
300908,33.8
300909,50.89
300910,223.5
300911,45.08
300912,15.54
300913,33.92
300915,32.81
300916,51.04
300917,43.92
300918,32.04
300919,485.9
300920,17.49
300921,26.39
300922,24.27
300923,16.71
300925,45.23
300926,39.42
300927,22.3
300928,33.6
300929,16.34
300930,29.37
300931,17.7
300932,29.35
300933,36.59
300935,24.51
300936,19.57
300937,30.58
300938,43.79
300939,37.42
300940,36.69
300941,45.88
300942,74.56
300943,29
300945,28.19
300946,39.69
300947,21.37
300948,19.32
300949,19.56
300950,29.48
300951,62.42
300952,24.71
300953,93.28
300955,24.84
300956,19.77
300957,626.5
300958,26.91
300959,23.36
300960,20.12
300961,20.33
300962,44.56
300963,27
300964,21.33
300965,25.48
300966,31.45
300967,34.24
300968,37.74
300969,61.98
300970,21.66
300971,18.6
300972,18.62
300973,147.53
300975,43.72
300976,43.73
300977,22.17
300978,57.28
300979,573.11
300980,22.05
300981,61.35
300982,73.13
300983,39.21
300984,17.77
300985,30.72
300986,59
300987,26.4
300988,31.18
300989,21.82
300990,99.31
300991,18.22
300992,18.13
300993,31.81
300994,39.94
300995,16.6
300996,61.8
300997,49.55
300998,26.46
300999,2277.07
301000,28.37
301001,17.75
301002,26.18
301003,23.94
301004,35.85
301005,24.01
301006,23.84
301007,19.01
301008,19.94
301009,31.56
301010,22.27
301011,31.32
301012,27.85
301013,22.42
301015,154.8
301016,26.57
301017,71.95
301018,96.92
301019,25.21
301020,26.75
301021,50.1
301022,19.02
301023,23.18
301024,16.37
301025,41.92
301026,37.33
301027,23.34
301028,36.98
301029,339.4
301030,53.48
301031,101.74
301032,19.65
301033,29.47
301035,249.57
301036,18.61
301037,18.44
301038,28.67
301039,172.5
301040,22.36
301041,18.94
301042,24.42
301043,16.8
301045,19.24
301046,48.4
301047,143.02
301048,53.01
301049,23.04
301050,140.54
301051,42.74
301052,17.03
301053,18.23
301055,22.96
301056,21.96
301057,22.1
301058,86.27
301059,26.1
301060,94.56
301061,39.35
301062,37.28
301063,34.3
301065,24.81
301066,20.87
301067,23.13
301068,22.74
301069,120.22
301070,16.42
301071,199.37
301072,24.54
301073,84.71
301075,20.12
301076,25.35
301077,26.27
301078,116.63
301079,16.95
301080,94.47
301081,22.27
301082,27.53
301083,22.18
301085,24.13
301086,39.86
301087,87.98
301088,38.14
301089,108.36
301090,159.63
301091,45.12
301092,40.05
301093,37.99
301096,86.71
301097,39.26
301098,19.16
301099,60.19
301100,44.36
301101,77.13
301102,63.8
301103,45.54
301106,22.89
301107,21.91
301108,28
301109,64.62
301110,25
301111,38.62
301112,33.77
301113,20.93
301116,74.08
301117,64.09
301118,33.37
301119,23.66
301120,51.61
301122,52.94
301123,55.5
301125,18.76
301126,33.37
301127,47.45
301128,20.98
301129,53.49
301130,27.39
301131,18.11
301133,26.35
301135,25.47
301136,40.4
301137,25.71
301138,32.75
301139,33.71
301148,26.57
301149,55.69
301150,70.41
301151,30.85
301153,98.18
301155,203.3
301156,18.94
301158,26.53
301159,21.43
301160,27.81
301162,55.84
301163,25.5
301166,44.56
301167,21.28
301168,78.62
301169,22.89
301175,92.14
301177,190.44
301178,19.05
301179,56.05
301180,76.76
301181,39.56
301182,20.1
301183,19.74
301185,25.84
301186,21.97
301187,34.29
301188,35.67
301189,35.48
301190,43.89
301191,40.53
301193,40.69
301196,45.58
301198,24.05
301199,31.28
301200,184.25
301201,61.01
301206,73.44
301207,194.24
301208,38.37
301211,59.88
301212,42.89
301213,30.79
301215,73.26
301216,104.8
301217,107.44
301218,25.02
301219,168.92
301220,29.72
301221,43.17
301222,28.1
301226,22.25
301228,21.95
301229,25.5
301233,20.01
301234,22.67
301235,56.54
301236,240.59
301237,26.1
301238,193.16
301239,84.24
301248,28.81
301256,41.04
301257,35.66
301258,40.15
301259,26.8
301263,75.08
301266,70.25
301268,194
301279,27.65
301286,113.23
301288,19.83
301289,27.9
301298,25.26
301302,83.77
301312,40.93
430047,
430090,
430198,
430418,
430489,
430510,
430564,
600000,2066.39
600004,337.49
600006,116.2
600007,148.47
600008,209.94
600009,1356.22
600010,911.7
600011,1123.98
600012,116.27
600015,798.93
600016,1519.25
600017,87.35
600018,1255.02
600019,1186.91
600020,63.38
600021,272.94
600022,166.39
600023,463.94
600025,1175.4
600026,840.61
600027,537.91
600028,5215.82
600029,1203.55
600030,2849.99
600031,1363.17
600032,249.6
600033,77.39
600035,51.68
600036,8322.55
600037,116.35
600038,246.87
600039,553.09
600048,1969.14
600050,1074.52
600051,22.73
600052,45.33
600053,69.19
600054,83.08
600055,143.21
600056,221.24
600057,243.44
600058,97.97
600059,83.86
600060,178.23
600061,408.65
600062,208.96
600063,138.84
600064,118.7
600066,163.61
600067,49.13
600070,26.32
600071,54.46
600072,92.69
600073,70.7
600075,94.93
600076,40.61
600077,41.01
600078,93.42
600079,337.97
600080,30.35
600081,49.3
600082,23.58
600083,18.88
600084,80.12
600085,651.04
600088,35.87
600089,845.27
600094,85.15
600095,227.54
600096,407.2
600097,22.96
600098,196.7
600099,20.58
600100,146.07
600101,38.73
600103,54.19
600104,1696.44
600105,51.37
600106,76.82
600107,24.84
600108,62.5
600109,326.25
600110,157.12
600111,974.39
600112,25.56
600113,29.66
600114,58.12
600115,968.26
600116,165.97
600117,33.65
600118,270.08
600119,23.05
600120,129.44
600121,63.72
600122,19.46
600123,165.31
600125,72.2
600126,143.87
600127,51.28
600128,20.11
600129,200.81
600130,30.03
600131,194.83
600132,529.61
600133,46.07
600135,41.72
600136,12.04
600137,14.63
600138,87.73
600139,13.57
600141,344.75
600143,273.43
600148,19.71
600149,24.63
600150,1126.6
600151,140.7
600152,60.21
600153,406.9
600155,128.55
600156,19.7
600157,364.37
600158,101.23
600159,24.98
600160,474.35
600161,352.3
600162,62.43
600163,110.75
600165,54.93
600166,215.3
600167,150.56
600168,43.78
600169,83.96
600170,242.2
600171,134.6
600172,82.49
600173,40.77
600176,541.62
600177,290.23
600178,31.26
600179,152.33
600180,63.22
600182,47.7
600183,334.09
600184,59.17
600185,119.7
600186,52.02
600187,43.57
600188,2114.58
600189,45.34
600190,61.67
600191,29.24
600192,27.12
600193,27.99
600195,143.27
600196,933.85
600197,107.32
600198,84.6
600199,156.82
600200,52.22
600201,105.76
600202,19.74
600203,36.53
600206,116.57
600207,56.96
600208,237.34
600210,80.99
600211,96.4
600212,44.11
600213,25.97
600215,30.69
600216,120.35
600217,72.9
600218,40.64
600219,413.49
600220,50.83
600221,528.56
600222,39.02
600223,79.8
600225,112.92
600226,78.81
600227,50.46
600228,57.79
600229,45.37
600230,72.54
600231,63.32
600232,21.12
600233,652.69
600234,20.32
600235,19.25
600236,487.92
600237,36.29
600238,45.58
600239,29.87
600241,25.37
600242,7.44
600243,21.42
600246,192.87
600248,165.26
600249,29.32
600250,16.62
600251,70.45
600252,99.74
600255,49.84
600256,680.87
600257,24.54
600258,250.96
600259,151.23
600260,23.18
600261,46.26
600262,28.59
600265,19.83
600266,85.75
600267,138.51
600268,54.49
600269,76.83
600271,204.19
600272,25.71
600273,123.79
600276,2597.53
600277,159.52
600278,63.17
600279,47.36
600280,39.83
600281,24.59
600282,202.17
600283,45.61
600284,67.34
600285,84.21
600287,24.65
600288,56.35
600289,18.3
600290,16.87
600292,47.01
600293,33.3
600295,304.67
600297,177.64
600298,359.58
600299,237.08
600300,53.53
600301,27.16
600302,18.68
600303,47.29
600305,113.33
600306,21.54
600307,104.6
600308,61.88
600309,2810.07
600310,45
600311,9.98
600312,114.39
600313,109.73
600315,201.83
600316,179.57
600318,41.12
600319,22.02
600320,174.91
600321,28.4
600322,26.09
600323,155
600325,220.18
600326,44.85
600327,41.67
600328,148.49
600329,228.63
600330,117.5
600331,57.71
600332,483.02
600333,32.04
600335,120.92
600336,46.13
600337,44.28
600338,222.52
600339,161.35
600340,100.58
600343,60.12
600345,33.5
600346,1159.34
600348,436.03
600350,268.39
600351,53.67
600352,301.91
600353,73.35
600354,34.15
600355,16.88
600356,22.79
600358,31.15
600359,31.28
600360,68.08
600361,44.34
600362,608.4
600363,125.92
600365,18.72
600366,108.93
600367,54.28
600368,40.75
600369,261.82
600370,118.45
600371,35.78
600372,345.92
600373,121.55
600375,45.74
600376,153.74
600377,389.92
600378,386.74
600379,36.55
600380,238.64
600381,58.71
600382,34
600383,481.25
600386,32.01
600387,43.91
600388,159.4
600389,136.22
600390,212.76
600391,60.25
600392,266.43
600393,43.62
600395,153.27
600396,40.65
600397,33.26
600398,196.11
600399,329.34
600400,116.07
600403,116.19
600405,33.97
600406,1754.56
600408,28.69
600409,131.09
600410,59.1
600415,244.13
600416,237.11
600418,296.37
600419,48.32
600420,97.56
600421,24
600422,127.39
600423,27.32
600425,53.63
600426,657.59
600428,159.93
600429,69.49
600433,68.43
600435,145.95
600436,1586.36
600438,2041.08
600439,29.54
600444,20.07
600446,104.55
600448,20.97
600449,57.91
600452,123.93
600455,13.4
600456,209.27
600458,73.62
600459,94.94
600460,487.55
600461,77.83
600462,12.03
600463,22.5
600466,40.36
600467,36.67
600468,45.58
600469,35.97
600470,32.86
600475,96.84
600476,23.37
600477,100.45
600478,171.89
600479,45.56
600480,72.99
600481,286.21
600482,354.78
600483,220.08
600486,312.81
600487,420.11
600488,51.75
600489,393.6
600490,72.8
600491,95.92
600493,15.1
600495,46.76
600496,89.37
600497,268.31
600498,164.34
600499,331.04
600500,199.01
600501,50.49
600502,90.8
600503,47.75
600505,29.71
600506,15.83
600507,138.04
600508,114.77
600509,68.16
600510,86.3
600511,207.26
600512,45.73
600513,29.49
600515,495.86
600516,248.53
600517,292.21
600518,264.8
600519,1.93万
600520,24.76
600521,318.06
600522,693.17
600523,80.9
600525,66.59
600526,49.16
600527,36.37
600528,173.5
600529,187.53
600530,31.59
600531,61.38
600532,115.03
600533,45.36
600535,173.22
600536,420.02
600537,75.99
600538,26.42
600539,15.89
600540,26.63
600543,18.14
600545,58.19
600546,333.05
600547,883.5
600548,183.18
600549,323.13
600550,88.95
600551,53.57
600552,80.13
600556,153.66
600557,116.28
600558,30.34
600559,213.41
600560,22.92
600561,15.25
600562,197.33
600563,373.05
600565,56.06
600566,296.54
600567,113.56
600568,37.86
600569,61.76
600570,772.16
600571,42.78
600572,114.88
600573,26.3
600575,101.43
600576,62.23
600577,94.6
600578,221.45
600579,34.69
600580,169.49
600581,63.55
600582,222.24
600583,231.24
600584,426.74
600585,1470.03
600586,120.73
600587,115.35
600588,829.28
600589,16.33
600590,55.52
600592,29.33
600593,18.32
600594,47.75
600595,130.46
600596,186.3
600597,139.1
600598,259.54
600599,16.6
600600,1350.71
600601,56.63
600602,92.18
600603,100.64
600604,96.66
600605,23.06
600606,451.14
600608,15.39
600609,57.96
600610,160.69
600611,69.74
600612,220.34
600613,51.91
600615,18.9
600616,40.68
600617,61.05
600618,118.42
600619,64.2
600620,76.43
600621,122
600622,46.49
600623,140.25
600624,41.7
600626,40
600628,43.99
600629,46.8
600630,23.49
600633,86.96
600635,89.46
600636,40.61
600637,219.21
600638,36.97
600639,127.51
600640,78.85
600641,183.16
600642,268.18
600643,88.88
600644,40
600645,90.22
600647,22.44
600648,138.4
600649,98.91
600650,55.88
600651,84.74
600653,39.12
600654,33.1
600655,270.43
600657,142.59
600658,46.53
600660,975.52
600661,25.53
600662,123.75
600663,392.53
600664,73.97
600665,33.44
600666,28.47
600667,119.42
600668,43.15
600671,9.79
600673,297.77
600674,504.82
600675,166.42
600676,38.57
600678,19.86
600679,46.43
600681,58.88
600682,119.4
600683,37.71
600684,35.16
600685,360.3
600686,45.25
600688,344.2
600689,16.98
600690,2297.4
600691,79.12
600692,21.21
600693,35.4
600694,49.23
600696,78.77
600697,20.49
600698,51.62
600699,216.29
600702,473.65
600703,885.12
600704,230.65
600705,281.7
600706,25.58
600707,152.87
600708,51.7
600710,81.67
600711,194.75
600712,21.46
600713,72.25
600714,27.18
600715,41.92
600716,38.19
600717,119.81
600718,136.72
600719,19.66
600720,81.9
600721,28.79
600722,34.63
600724,53.47
600725,42.64
600726,55.85
600727,36.84
600728,105.89
600729,89.4
600730,37.49
600731,36.67
600732,505.62
600733,273.1
600734,103.25
600735,27.31
600736,56.3
600737,148.86
600738,54.53
600739,200.54
600740,147.83
600741,572.53
600742,66.05
600743,45.05
600744,77.12
600745,661.06
600746,104.64
600748,60.87
600749,26.1
600750,100.36
600751,72.19
600753,26.97
600754,567.34
600755,152.53
600756,44.6
600757,64.32
600758,55.52
600759,50.7
600760,1291.99
600761,103.03
600763,440.88
600764,161.03
600765,465.54
600766,31.97
600767,16.27
600768,13.15
600769,28.5
600770,98.28
600771,141.89
600773,178.6
600774,33.07
600775,94.86
600776,121.71
600777,170.01
600778,20.75
600779,309.62
600780,73.95
600781,13.99
600782,127.87
600783,96.47
600784,45.27
600785,34.32
600787,108.42
600789,60.38
600790,60.24
600791,21.83
600792,36.73
600793,24.47
600794,44.49
600795,743.75
600796,47.14
600797,64.73
600798,45.97
600800,45.77
600801,318.05
600802,25.07
600803,531.11
600804,54.36
600805,40.67
600807,32.02
600808,220.05
600809,3220.99
600810,78.42
600811,98.07
600812,110.15
600814,48.46
600815,49.5
600816,182.12
600817,50.14
600818,102.83
600819,45.44
600820,170.41
600821,145.8
600822,40.07
600823,95.65
600824,36.26
600825,38.66
600826,46.56
600827,196.08
600828,59.41
600829,45.17
600830,25.81
600831,39.36
600833,25.39
600834,39.91
600835,123.85
600836,44.2
600837,1147.04
600838,25.3
600839,127.87
600841,105.56
600843,36.94
600844,32.12
600845,820.31
600846,54.54
600847,25.29
600848,311.78
600850,142.91
600851,88.48
600853,31.56
600854,25.14
600855,57.97
600857,24.23
600858,29.75
600859,290.57
600860,77.87
600861,63.93
600862,351.33
600863,242.8
600864,104.03
600865,34.58
600866,48.18
600867,184.02
600868,52.01
600869,123.84
600871,373.99
600872,271.43
600873,295.12
600874,99.72
600875,735.73
600876,134.62
600877,174.19
600879,185.45
600880,54.78
600881,80.57
600882,154.62
600883,17.94
600884,435.61
600885,366.29
600886,764.05
600887,1838.53
600888,116.55
600889,18.28
600892,23.22
600893,1182.19
600894,57.27
600895,189.09
000006,0
600897,45.54
600898,15.58
600900,4634.79
600901,162.79
600903,89.01
600905,1622.78
600906,248.24
600908,94.57
600909,232.53
600916,202.94
600917,125.39
600918,479.44
600919,1061.94
600926,785.76
600927,260.4
600928,152.44
600929,125.04
600933,185.84
600935,174.67
600936,57.82
600938,7729.6
600939,70.75
600941,1.41万
600955,121.99
600956,430.85
600958,755.35
600959,150.52
600960,34.79
600961,39.35
600962,29.89
600963,105.91
600965,52.89
600966,96.92
600967,147.76
600968,304.95
600969,29.86
600970,205.72
600971,102.96
600973,69.53
600975,57.88
600976,89.85
600977,208.17
600979,41.77
600980,28.32
600981,62.34
600982,49.85
600983,55.41
600984,66.12
600985,357.02
600986,70.75
600987,75.13
600988,344.6
600989,1010.54
600990,59.9
600992,59.36
600993,103.97
600995,402.77
600996,132.33
600997,114
600998,248.85
600999,1152.29
601000,154.07
601001,239.34
601002,47.2
601003,93.03
601005,144.48
601006,990.14
601007,36.82
601008,56.08
601009,1032.95
601010,49.34
601011,71.45
601012,3600.53
601015,101.51
601016,221.05
601018,702.3
601019,131.27
601020,73.66
601021,464.92
601028,193.17
601038,138.99
601058,286.74
601066,2040.01
601068,156.53
601069,121.14
601077,403.17
601086,25.24
601088,5734.05
601089,78.62
601098,174.57
601099,185.4
601100,828.9
601101,98.78
601106,202.99
601107,117.74
601108,346.89
601111,1448.12
601113,45.77
601116,48.58
601117,483.87
601118,184.87
601126,127.02
601127,792.96
601128,198.16
601137,133.28
601138,1789.48
601139,193.61
601155,467.25
601156,250.68
601158,250.56
601162,259.11
601163,99.84
601166,3494.23
601168,273.33
601169,881.66
601177,33.93
601179,242.97
601186,985.87
601187,143.3
601188,38.95
601198,265.38
601199,70.14
601200,103.44
601208,111.23
601211,1234.46
601212,199.19
601216,356.93
601218,42.71
601222,166.87
601225,1954.51
601226,77.14
601228,239.92
601229,831.09
601231,386.27
601233,339.97
601236,359.42
601238,1259.86
601258,116.59
601279,80.54
601288,9799.52
601298,357.66
601311,106.17
601318,7632
601319,2277.54
601326,154.77
601328,3430.94
601330,96.15
601333,145.92
601336,841.34
601339,82.05
601360,508.75
601366,49.45
601368,47.68
601369,206.98
601375,175.97
601377,518.16
601388,79.91
601390,1323.68
601398,1.49万
601399,228.67
601456,296.77
601500,49.48
601512,124.56
601515,83.12
601518,37.41
601519,125.82
601528,100.37
601555,346.02
601566,48.61
601567,195
601568,229.59
601577,270.25
601579,60.18
601588,71.04
601595,42.8
601598,280.23
601599,36.79
601600,750.51
601601,2187.67
601606,80.75
601607,690.86
601608,158.39
601609,105.07
601611,207.12
601615,591.65
601616,33.59
601618,663.16
601619,96.64
601628,9268
601633,2817.29
601636,259.49
601658,4018.7
601665,193.77
601666,292.18
601668,2239.3
601669,1105.66
601677,149.51
601678,109.49
601686,84.7
601688,1164.4
601689,777.27
601696,310.02
601698,489.61
601699,546.83
601700,58.69
601702,152.97
601717,244.92
601718,133.51
601727,635.66
601728,3623.68
601766,1509.56
601777,202.5
601778,140.67
601788,706.83
601789,51.08
601798,25.95
601799,376.87
601800,1180.1
601801,96.87
601808,841.23
601811,122.77
601816,2381.66
601818,1550.72
601825,540.09
601827,114.96
601828,207.29
601838,553.03
601857,9279.16
601858,62.84
601860,98.11
601865,806.59
601866,350.53
601868,988.08
601869,265.27
601872,583.35
601877,622.63
601878,415.35
601880,390.99
601881,979.26
601882,152.58
601886,102.76
601888,3973.04
601890,93.25
601898,1217.15
601899,2632.93
601900,69.88
601901,567.19
601908,178.68
601916,629.55
601918,114.76
601919,1940.93
601921,164.22
601928,184.76
601929,61.73
601933,289.49
601939,1.35万
601949,83.84
601952,178.04
601956,38.96
601958,318.47
601963,242.17
601965,199.16
601966,283.83
601968,78.86
601969,148.31
601975,234.87
601985,1155.53
601988,9008.27
601989,820.87
601990,310.76
601991,503.38
601992,274.42
601995,1839.18
601996,32.65
601997,199.63
601998,2329.3
601999,31.57
603000,115.77
603001,25.9
603002,47.54
603003,30.06
603005,136.72
603006,23.98
603007,13.67
603008,112.2
603009,23.71
603010,74.05
603011,47.46
603012,38.9
603013,75.29
603015,28.9
603016,31.93
603017,27.95
603018,57.23
603019,356.05
603020,39.09
603021,19.39
603022,20.66
603023,23.89
603025,158.06
603026,215.67
603027,168.7
603028,25.66
603029,36.6
603030,17.29
603031,51.99
603032,130.14
603033,135.17
603035,88.85
603036,20.11
603037,17.51
603038,16.43
603039,130.56
603040,24.98
603041,20.81
603042,16.91
603043,132.16
603045,23.04
603048,23.52
603050,27.43
603051,57.53
603053,82.84
603055,86.79
603056,175.82
603058,31.93
603059,20.48
603060,80.66
603063,120.66
603066,27.6
603067,82.46
603068,42.03
603069,81.91
603070,73.58
603071,99.59
603076,44.9
603077,284.37
603078,58.32
603079,23.45
603080,20.15
603081,54.94
603083,31.36
603085,39.79
603086,46.09
603087,210.63
603088,36.01
603089,20.67
603090,27.2
603093,58.69
603095,32.3
603096,31.02
603097,32.54
603098,167.62
603099,23.49
603100,120.87
603101,26.39
603102,24.84
603103,78.89
603105,67.05
603106,29.25
603108,66.94
603109,33.87
603110,66.93
603111,44.4
603112,59.02
603113,81.32
603115,40.59
603116,30.37
603117,16.08
603118,69.79
603121,22.49
603122,53.14
603123,87.14
603126,43.41
603127,364.3
603128,161.33
603129,200.37
603131,39.97
603132,127.34
603133,26.73
603136,51.19
603138,67.76
603139,23.24
603150,24.09
603155,63.07
603156,246.01
603158,37.94
603159,19.11
603160,229.63
603161,19.73
603165,32.55
603166,42.97
603167,32.56
603168,31.63
603169,86.22
603170,104
603171,147.7
603176,34.39
603177,28.46
603178,25.82
603179,207.88
603180,45.27
603181,84.18
603183,25.09
603185,529.25
603186,30.65
603187,84.5
603188,23.15
603189,40.3
603191,86.16
603192,27.73
603195,842.88
603196,18.81
603197,94.7
603198,380.72
603199,27.39
603200,32.77
603203,64.36
603206,52.13
603208,68.29
603209,62
603212,133.69
603213,58.48
603214,24.25
603215,30.37
603216,32.7
603217,60.69
603218,198.45
603219,90.47
603220,36.6
603221,20.3
603222,45.61
603223,108.76
603225,155.7
603226,19.05
603227,64.05
603228,173.86
603229,115.66
603230,38.57
603232,39.39
603233,387.34
603235,136.46
603236,191.12
603238,19.47
603239,42.18
603256,61.82
603258,51.52
603259,2609.62
603260,1093.18
603261,30.19
603266,28.18
603267,260.31
603268,18.84
603269,14.83
603272,19.18
603277,68.95
603278,22.67
603279,173.24
603283,69.71
603286,15.12
603288,3405.87
603289,30.76
603290,610.93
603297,101.64
603298,150.67
603299,85.68
603300,96.72
603301,133.84
603303,88.38
603305,267.37
603306,115.74
603308,130.96
603309,61.5
603311,29.99
603313,53.58
603315,54.34
603316,15.91
603317,222.21
603318,39.58
603319,36.39
603320,16.27
603321,21.24
603322,27.82
603323,84.56
603324,55.01
603326,24.61
603327,77.26
603328,69.59
603329,28.26
603330,40.17
603331,22.04
603332,19.88
603333,34.68
603335,30.36
603336,28.61
603337,98.54
603338,259.66
603339,42.02
603345,449.24
603348,181.86
603351,31.63
603353,35.77
603355,192.52
603356,20.04
603357,45.12
603358,80.7
603359,52.77
603360,44.46
603363,116.63
603365,34.45
603366,56.36
603367,63.24
603368,68.14
603369,537.43
603377,41.15
603378,43.52
603379,175.15
603380,48.42
603383,81.17
603385,28.84
603386,35.73
603387,69.02
603388,41.4
603389,15.42
603390,24.83
603392,1223.1
603393,94.53
603396,113.9
603398,124.92
603399,85.63
603408,52.4
603416,56.38
603421,57.98
603429,60.26
603439,68.49
603444,217.75
603456,361.48
603458,31.44
603466,76.6
603477,106.63
603486,409.13
603488,20.61
603489,150.98
603496,31.89
603499,16.11
603500,31.16
603501,971.72
603505,204.28
603506,23.9
603507,52.54
603508,49.41
603511,63.36
603515,122.86
603516,26.96
603517,330.85
603518,23.54
603519,32.33
603520,71.39
603527,37.99
603528,42.88
603529,312.29
603530,59.18
603533,66.89
603535,42.22
603536,16.84
603538,66.03
603551,35.64
603555,55.16
603556,94.56
603557,18.33
603558,32.67
603559,17.66
603565,208.3
603566,102.31
603567,119.82
603568,357.48
603569,53.63
603577,36.42
603578,23.63
603579,30.95
603580,15.25
603583,113.31
603585,34.25
603586,28.94
603587,68.7
603588,160.59
603589,271.38
603590,43.52
603595,149.72
603596,360.16
603598,25.13
603599,194.88
603600,33.82
603601,58.14
603602,23.32
603603,21.35
603605,480.17
603606,511.8
603607,24.35
603608,18.34
603609,127.45
603610,50.62
603611,49.51
603612,148.73
603613,607.86
603615,19.06
603616,22.27
603617,34.33
603618,40.08
603619,84.12
603626,41.64
603628,45.04
603629,34.38
603630,32.58
603633,57.23
603636,84.9
603637,20.59
